Date,Open,High,Low,Close,Adj Close,Volume
3/16/2022,23.5,24.59700012,23.17200089,24.49600029,24.4230175,671422000
3/17/2022,24.12000084,24.84199905,23.90600014,24.76600075,24.69221306,471941000
3/18/2022,24.79899979,26.56900024,24.62400055,26.45299911,26.37418938,730719000
3/21/2022,26.50699997,27.15200043,25.96699905,26.73399925,26.65435219,591727000
3/22/2022,26.72699928,27.23800087,26.0720005,26.52400017,26.4449749,547007000
3/23/2022,26.12599945,26.61199951,25.57500076,25.63400078,25.55762482,502120000
3/24/2022,26.16600037,28.31999969,25.90699959,28.14999962,28.06612968,877379000
3/25/2022,27.88599968,28.3579998,27.27099991,27.69199944,27.60949516,579016000
3/28/2022,27.75600052,28.25,27.20599937,28.21899986,28.13492203,425494000
3/29/2022,28.69499969,28.94599915,27.97999954,28.65600014,28.57062149,488984000
3/30/2022,28.30400085,28.49600029,27.50300026,27.69000053,27.60750771,463487000
3/31/2022,27.78199959,28.24799919,27.27000046,27.2859993,27.20470238,523440000
4/1/2022,27.375,27.49600029,26.2670002,26.71199989,26.63242149,517235000
4/4/2022,26.72800064,27.55800056,26.61300087,27.36000061,27.27848625,397120000
4/5/2022,27.25399971,27.31900024,25.81999969,25.93099976,25.85374451,436615000
4/6/2022,24.93400002,25.29999924,24.00300026,24.40699959,24.33428574,703833000
4/7/2022,24.44099998,24.72200012,23.47800064,24.20800018,24.13587379,557992000
4/8/2022,23.91699982,23.92300034,23.06200027,23.11899948,23.0501194,524781000
4/11/2022,22.2140007,22.31999969,21.65999985,21.91699982,21.85170364,575207000
4/12/2022,22.53700066,22.72500038,21.28199959,21.50399971,21.43992805,662258000
4/13/2022,21.72800064,22.5,21.45499992,22.20299911,22.13684654,516943000
4/14/2022,22.50499916,22.77700043,21.16300011,21.25799942,21.19466019,569097000
4/18/2022,21.20000076,22.08799934,21.07900047,21.78300095,21.71809959,525701000
4/19/2022,21.71999931,22.37299919,21.31399918,22.19799995,22.13186455,512781000
4/20/2022,22.5170002,22.67000008,21.20000076,21.48200035,21.41799927,468974000
4/21/2022,21.70899963,22.3920002,20,20.18300056,20.12286758,656209000
4/22/2022,20.3029995,20.48600006,19.5,19.51499939,19.45685768,624713000
4/25/2022,19.20199966,19.94499969,19.09600067,19.90200043,19.84270477,641566000
4/26/2022,19.71800041,19.78800011,18.67000008,18.78800011,18.73202324,653143000
4/27/2022,18.59799957,19.16699982,18.29000092,18.41500092,18.36013794,499460000
4/28/2022,18.96699905,20.03700066,18.48999977,19.78199959,19.72306061,570327000
4/29/2022,19.40200043,20.12800026,18.5170002,18.54700089,18.49174118,500435000
5/2/2022,18.54100037,19.5739994,18.39100075,19.53300095,19.47480202,572049000
5/3/2022,19.39999962,19.82500076,19.13299942,19.60199928,19.54359627,475751000
5/4/2022,19.92300034,20.39999962,18.75099945,20.33399963,20.27341652,648855000
5/5/2022,19.86700058,19.92499924,18.5,18.84399986,18.78786087,626331000
5/6/2022,18.73600006,19.51199913,17.98999977,18.67499924,18.61935806,633297000
5/9/2022,18.0340004,18.25499916,16.82699966,16.95000076,16.89949799,644455000
5/10/2022,17.68899918,18.19799995,17.02499962,17.59499931,17.54257774,761474000
5/11/2022,17.34700012,17.75300026,16.56800079,16.62999916,16.58045197,670167000
5/12/2022,16.21899986,16.78800011,15.56700039,16.17499924,16.12680817,708728000
5/13/2022,16.78800011,17.9279995,16.59300041,17.70599937,17.65324783,670437000
5/16/2022,17.50900078,17.78800011,17.1060009,17.26399994,17.21256447,521446000
5/17/2022,18.0739994,18.37100029,17.63400078,18.17700005,18.12284279,585830000
5/18/2022,17.70499992,18.11800003,16.86400032,16.93799973,16.887537,545161000
5/19/2022,16.93700027,17.68700027,16.73399925,17.12400055,17.0729847,621310000
5/20/2022,17.33200073,17.40999985,15.75500011,16.69400024,16.6442585,739105000
5/23/2022,16.27400017,16.91500092,16.17900085,16.89800072,16.84766197,639889000
5/24/2022,16.51000023,16.59700012,15.77999973,16.15399933,16.1058712,588550000
5/25/2022,16.02000046,17.11100006,16,16.97500038,16.92442703,781132000
5/26/2022,16.0359993,18.09199905,16.02199936,17.85099983,17.79781532,996575000
5/27/2022,18.18600082,18.88100052,18.10000038,18.81100082,18.7549572,738379000
5/31/2022,18.97999954,19.20000076,18.35000038,18.67200089,18.61637115,664100000
6/1/2022,18.72400093,19.0529995,18.12199974,18.31999969,18.26541519,544514000
6/2/2022,18.29199982,19.61899948,18.19799995,19.59199905,19.53362846,648656000
6/3/2022,19.08200073,19.33200073,18.52199936,18.71999931,18.66422462,598779000
6/6/2022,19.13899994,19.33699989,18.56399918,18.7859993,18.73002434,422406000
6/7/2022,18.47200012,19,18.18799973,18.9260006,18.86960983,388914000
6/8/2022,18.79899979,19.18000031,18.53499985,18.64800072,18.5963707,363252000
6/9/2022,18.4810009,18.93300056,18.04100037,18.04800034,17.99803352,395574000
6/10/2022,17.60000038,17.6970005,16.86899948,16.97400093,16.92700768,465248000
